name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,from_biway
,11130,,835,5373,1,43.44077397,2,59,,connector,20,"LINESTRING (-112.0912561 33.4532067, -112.0910732957959 33.45284703026794)",1
,11131,,5374,1929,1,42.03594871,2,59,,connector,20,"LINESTRING (-112.09091015 33.45193504999999, -112.0912894 33.4517282)",1
,11132,,1929,5374,1,42.03594871,2,59,,connector,20,"LINESTRING (-112.0912894 33.4517282, -112.09091015 33.45193504999999)",1
,11133,,5375,1929,1,43.02841807,2,59,,connector,20,"LINESTRING (-112.0909979104786 33.45202918643816, -112.0912894 33.4517282)",1
,11134,,1929,5375,1,43.02841807,2,59,,connector,20,"LINESTRING (-112.0912894 33.4517282, -112.0909979104786 33.45202918643816)",1
,11135,,5376,837,1,17.22106372,2,59,,connector,20,"LINESTRING (-112.0911050772573 33.45400400104216, -112.0912536 33.4540969)",1
,11136,,837,5376,1,17.22106372,2,59,,connector,20,"LINESTRING (-112.0912536 33.4540969, -112.0911050772573 33.45400400104216)",1
,11137,,5377,68,1,22.30233369,2,59,,connector,20,"LINESTRING (-112.091121588715 33.45437147725814, -112.0912535 33.4542038)",1
,11138,,68,5377,1,22.30233369,2,59,,connector,20,"LINESTRING (-112.0912535 33.4542038, -112.091121588715 33.45437147725814)",1
,11139,,5378,837,1,33.09813204,2,59,,connector,20,"LINESTRING (-112.0910706157895 33.4538413753609, -112.0912536 33.4540969)",1
,11140,,837,5378,1,33.09813204,2,59,,connector,20,"LINESTRING (-112.0912536 33.4540969, -112.0910706157895 33.4538413753609)",1
,11141,,5379,835,1,28.02637134,2,59,,connector,20,"LINESTRING (-112.0910054224732 33.45306604342999, -112.0912561 33.4532067)",1
,11142,,835,5379,1,28.02637134,2,59,,connector,20,"LINESTRING (-112.0912561 33.4532067, -112.0910054224732 33.45306604342999)",1
,11143,,5380,631,1,42.64489492,2,59,,connector,20,"LINESTRING (-112.0320624358312 33.44464857786901, -112.0324197 33.4444073)",1
,11144,,631,5380,1,42.64489492,2,59,,connector,20,"LINESTRING (-112.0324197 33.4444073, -112.0320624358312 33.44464857786901)",1
,11145,,5381,558,1,136.3764935,2,59,,connector,20,"LINESTRING (-112.0317190405888 33.44553555836954, -112.0302579 33.4454022)",1
,11146,,558,5381,1,136.3764935,2,59,,connector,20,"LINESTRING (-112.0302579 33.4454022, -112.0317190405888 33.44553555836954)",1
,11147,,5382,631,1,116.3754711,2,59,,connector,20,"LINESTRING (-112.0317459 33.44529004999999, -112.0324197 33.4444073)",1
,11148,,631,5382,1,116.3754711,2,59,,connector,20,"LINESTRING (-112.0324197 33.4444073, -112.0317459 33.44529004999999)",1
,11149,,5383,193,1,76.67031012,2,59,,connector,20,"LINESTRING (-112.0310940320117 33.44627660066413, -112.0302694 33.4463211)",1
,11150,,193,5383,1,76.67031012,2,59,,connector,20,"LINESTRING (-112.0302694 33.4463211, -112.0310940320117 33.44627660066413)",1
,11151,,5384,455,1,92.28266608,2,59,,connector,20,"LINESTRING (-112.0581443600979 33.46418309046984, -112.0589116 33.4636548)",1
,11152,,455,5384,1,92.28266608,2,59,,connector,20,"LINESTRING (-112.0589116 33.4636548, -112.0581443600979 33.46418309046984)",1
,11153,,5385,330,1,33.41970517,2,59,,connector,20,"LINESTRING (-112.0927263967667 33.46043243010516, -112.0923687 33.4604682)",1
,11154,,330,5385,1,33.41970517,2,59,,connector,20,"LINESTRING (-112.0923687 33.4604682, -112.0927263967667 33.46043243010516)",1
,11155,,5386,250,1,94.6161429,2,59,,connector,20,"LINESTRING (-112.0628428071711 33.4641587805615, -112.0620385 33.4636355)",1
,11156,,250,5386,1,94.6161429,2,59,,connector,20,"LINESTRING (-112.0620385 33.4636355, -112.0628428071711 33.4641587805615)",1
,11157,,5387,601,1,22.97747578,2,59,,connector,20,"LINESTRING (-112.0387898480349 33.4450737426824, -112.0389973 33.4451866)",1
,11158,,601,5387,1,22.97747578,2,59,,connector,20,"LINESTRING (-112.0389973 33.4451866, -112.0387898480349 33.4450737426824)",1
,11159,,5388,1148,1,56.39541729,2,59,,connector,20,"LINESTRING (-112.07315385 33.4619519, -112.0737213 33.4621339)",1
,11160,,1148,5388,1,56.39541729,2,59,,connector,20,"LINESTRING (-112.0737213 33.4621339, -112.07315385 33.4619519)",1
,11161,,5389,1542,1,63.80919239,2,59,,connector,20,"LINESTRING (-112.0757141816878 33.46054897973633, -112.0754035 33.460037)",1
,11162,,1542,5389,1,63.80919239,2,59,,connector,20,"LINESTRING (-112.0754035 33.460037, -112.0757141816878 33.46054897973633)",1
,11163,,5390,1541,1,52.54577205,2,59,,connector,20,"LINESTRING (-112.0751604240498 33.46048121707144, -112.0753523 33.4600366)",1
,11164,,1541,5390,1,52.54577205,2,59,,connector,20,"LINESTRING (-112.0753523 33.4600366, -112.0751604240498 33.46048121707144)",1
,11165,,5391,1542,1,54.59860794,2,59,,connector,20,"LINESTRING (-112.0754055364847 33.46052801413838, -112.0754035 33.460037)",1
,11166,,1542,5391,1,54.59860794,2,59,,connector,20,"LINESTRING (-112.0754035 33.460037, -112.0754055364847 33.46052801413838)",1
,11167,,5392,1539,1,62.03616379,2,59,,connector,20,"LINESTRING (-112.0760576586991 33.4605291768592, -112.0763694 33.4600356)",1
,11168,,1539,5392,1,62.03616379,2,59,,connector,20,"LINESTRING (-112.0763694 33.4600356, -112.0760576586991 33.4605291768592)",1
,11169,,5393,1956,1,41.68549501,2,59,,connector,20,"LINESTRING (-112.0470830931263 33.45907172541712, -112.0469514 33.4587133)",1
,11170,,1956,5393,1,41.68549501,2,59,,connector,20,"LINESTRING (-112.0469514 33.4587133, -112.0470830931263 33.45907172541712)",1
,11171,,5394,1803,1,55.00194733,2,59,,connector,20,"LINESTRING (-112.0483596243705 33.46537028154605, -112.0486957 33.4657778)",1
,11172,,1803,5394,1,55.00194733,2,59,,connector,20,"LINESTRING (-112.0486957 33.4657778, -112.0483596243705 33.46537028154605)",1
,11173,,5395,284,1,47.40490108,2,59,,connector,20,"LINESTRING (-112.0480330158378 33.46545234108057, -112.0477025 33.4657775)",1
,11174,,284,5395,1,47.40490108,2,59,,connector,20,"LINESTRING (-112.0477025 33.4657775, -112.0480330158378 33.46545234108057)",1
,11175,,5396,612,1,50.70594309,2,59,,connector,20,"LINESTRING (-112.1060243322061 33.46632657010734, -112.1059307 33.4658773)",1
,11176,,612,5396,1,50.70594309,2,59,,connector,20,"LINESTRING (-112.1059307 33.4658773, -112.1060243322061 33.46632657010734)",1
,11177,,5397,612,1,35.5492074,2,59,,connector,20,"LINESTRING (-112.1061547656511 33.46613666586089, -112.1059307 33.4658773)",1
,11178,,612,5397,1,35.5492074,2,59,,connector,20,"LINESTRING (-112.1059307 33.4658773, -112.1061547656511 33.46613666586089)",1
,11179,,5398,431,1,57.77025621,2,59,,connector,20,"LINESTRING (-112.1069108754171 33.46660347390898, -112.1063837 33.4668801)",1
,11180,,431,5398,1,57.77025621,2,59,,connector,20,"LINESTRING (-112.1063837 33.4668801, -112.1069108754171 33.46660347390898)",1
,11181,,5399,613,1,73.27322783,2,59,,connector,20,"LINESTRING (-112.1070373037216 33.46626017531689, -112.1063944 33.4658773)",1
,11182,,613,5399,1,73.27322783,2,59,,connector,20,"LINESTRING (-112.1063944 33.4658773, -112.1070373037216 33.46626017531689)",1
,11183,,5400,613,1,62.94564981,2,59,,connector,20,"LINESTRING (-112.1068878102987 33.46626592436294, -112.1063944 33.4658773)",1
,11184,,613,5400,1,62.94564981,2,59,,connector,20,"LINESTRING (-112.1063944 33.4658773, -112.1068878102987 33.46626592436294)",1
,11185,,5401,1490,1,92.33156374,2,59,,connector,20,"LINESTRING (-112.107262137594 33.46646312743946, -112.1079678 33.4658775)",1
,11186,,1490,5401,1,92.33156374,2,59,,connector,20,"LINESTRING (-112.1079678 33.4658775, -112.107262137594 33.46646312743946)",1
,11187,,5402,1490,1,54.89761421,2,59,,connector,20,"LINESTRING (-112.1076550661067 33.46629664670854, -112.1079678 33.4658775)",1
,11188,,1490,5402,1,54.89761421,2,59,,connector,20,"LINESTRING (-112.1079678 33.4658775, -112.1076550661067 33.46629664670854)",1
,11189,,5403,1556,1,15.52856095,2,59,,connector,20,"LINESTRING (-112.1121362 33.46579429999999, -112.1120715 33.4659231)",1
,11190,,1556,5403,1,15.52856095,2,59,,connector,20,"LINESTRING (-112.1120715 33.4659231, -112.1121362 33.46579429999999)",1
,11191,,5404,990,1,128.6733605,2,59,,connector,20,"LINESTRING (-112.1147335287275 33.46330094185795, -112.1142795 33.4622075)",1
,11192,,990,5404,1,128.6733605,2,59,,connector,20,"LINESTRING (-112.1142795 33.4622075, -112.1147335287275 33.46330094185795)",1
,11193,,5405,990,1,152.3844151,2,59,,connector,20,"LINESTRING (-112.1147765 33.4635137, -112.1142795 33.4622075)",1
,11194,,990,5405,1,152.3844151,2,59,,connector,20,"LINESTRING (-112.1142795 33.4622075, -112.1147765 33.4635137)",1
,11195,,5406,990,1,154.6920522,2,59,,connector,20,"LINESTRING (-112.1148537924409 33.46351357910697, -112.1142795 33.4622075)",1
,11196,,990,5406,1,154.6920522,2,59,,connector,20,"LINESTRING (-112.1142795 33.4622075, -112.1148537924409 33.46351357910697)",1
,11197,,5407,990,1,132.0150167,2,59,,connector,20,"LINESTRING (-112.1144906377847 33.46338160065012, -112.1142795 33.4622075)",1
,11198,,990,5407,1,132.0150167,2,59,,connector,20,"LINESTRING (-112.1142795 33.4622075, -112.1144906377847 33.46338160065012)",1
,11199,,5408,990,1,187.9550716,2,59,,connector,20,"LINESTRING (-112.1144970719578 33.46388804711991, -112.1142795 33.4622075)",1
,11200,,990,5408,1,187.9550716,2,59,,connector,20,"LINESTRING (-112.1142795 33.4622075, -112.1144970719578 33.46388804711991)",1
,11201,,5409,1981,1,206.3066805,2,59,,connector,20,"LINESTRING (-112.1144891683713 33.46409054396066, -112.1142233 33.4659326)",1
,11202,,1981,5409,1,206.3066805,2,59,,connector,20,"LINESTRING (-112.1142233 33.4659326, -112.1144891683713 33.46409054396066)",1
,11203,,5410,1981,1,166.9228577,2,59,,connector,20,"LINESTRING (-112.1144809458878 33.4644468931336, -112.1142233 33.4659326)",1
,11204,,1981,5410,1,166.9228577,2,59,,connector,20,"LINESTRING (-112.1142233 33.4659326, -112.1144809458878 33.4644468931336)",1
,11205,,5411,1981,1,125.7546565,2,59,,connector,20,"LINESTRING (-112.1147226066477 33.4648811607732, -112.1142233 33.4659326)",1
,11206,,1981,5411,1,125.7546565,2,59,,connector,20,"LINESTRING (-112.1142233 33.4659326, -112.1147226066477 33.4648811607732)",1
,11207,,5412,1041,1,49.66644518,2,59,,connector,20,"LINESTRING (-112.113314048228 33.46568403608872, -112.1128657 33.4659282)",1
,11208,,1041,5412,1,49.66644518,2,59,,connector,20,"LINESTRING (-112.1128657 33.4659282, -112.113314048228 33.46568403608872)",1
,11209,,5413,1041,1,53.29819868,2,59,,connector,20,"LINESTRING (-112.1132488729249 33.46557102440047, -112.1128657 33.4659282)",1
,11210,,1041,5413,1,53.29819868,2,59,,connector,20,"LINESTRING (-112.1128657 33.4659282, -112.1132488729249 33.46557102440047)",1
,11211,,5414,1981,1,26.17168439,2,59,,connector,20,"LINESTRING (-112.1140348242538 33.46575745183397, -112.1142233 33.4659326)",1
,11212,,1981,5414,1,26.17168439,2,59,,connector,20,"LINESTRING (-112.1142233 33.4659326, -112.1140348242538 33.46575745183397)",1
,11213,,5415,1981,1,189.029344,2,59,,connector,20,"LINESTRING (-112.1137297280786 33.46428323615219, -112.1142233 33.4659326)",1
,11214,,1981,5415,1,189.029344,2,59,,connector,20,"LINESTRING (-112.1142233 33.4659326, -112.1137297280786 33.46428323615219)",1
,11215,,5416,1981,1,185.8893976,2,59,,connector,20,"LINESTRING (-112.1139941040624 33.46427182643171, -112.1142233 33.4659326)",1
,11216,,1981,5416,1,185.8893976,2,59,,connector,20,"LINESTRING (-112.1142233 33.4659326, -112.1139941040624 33.46427182643171)",1
,11217,,5417,1124,1,42.72750172,2,59,,connector,20,"LINESTRING (-112.0988199159478 33.46542948535232, -112.0991393 33.4651526)",1
,11218,,1124,5417,1,42.72750172,2,59,,connector,20,"LINESTRING (-112.0991393 33.4651526, -112.0988199159478 33.46542948535232)",1
,11219,,5418,1206,1,56.20601904,2,59,,connector,20,"LINESTRING (-112.074421119294 33.4518963890909, -112.0738367 33.4517632)",1
,11220,,1206,5418,1,56.20601904,2,59,,connector,20,"LINESTRING (-112.0738367 33.4517632, -112.074421119294 33.4518963890909)",1
,11221,,5419,1353,1,49.46781457,2,59,,connector,20,"LINESTRING (-112.0306726474745 33.46605478746778, -112.030237 33.4657982)",1
,11222,,1353,5419,1,49.46781457,2,59,,connector,20,"LINESTRING (-112.030237 33.4657982, -112.0306726474745 33.46605478746778)",1
,11223,,5420,1227,1,35.02716061,2,59,,connector,20,"LINESTRING (-112.0517751980395 33.44870573583352, -112.0520749 33.4488973)",1
,11224,,1227,5420,1,35.02716061,2,59,,connector,20,"LINESTRING (-112.0520749 33.4488973, -112.0517751980395 33.44870573583352)",1
,11225,,5421,1653,1,56.44672355,2,59,,connector,20,"LINESTRING (-112.0493701 33.44876475, -112.0490121 33.4483543)",1
,11226,,1653,5421,1,56.44672355,2,59,,connector,20,"LINESTRING (-112.0490121 33.4483543, -112.0493701 33.44876475)",1
,11227,,5422,1652,1,41.53413705,2,59,,connector,20,"LINESTRING (-112.0503639526976 33.44864879765095, -112.0506174 33.4483409)",1
,11228,,1652,5422,1,41.53413705,2,59,,connector,20,"LINESTRING (-112.0506174 33.4483409, -112.0503639526976 33.44864879765095)",1
,11229,,5423,1653,1,44.80166544,2,59,,connector,20,"LINESTRING (-112.0493966628616 33.44859797665536, -112.0490121 33.4483543)",1
,11230,,1653,5423,1,44.80166544,2,59,,connector,20,"LINESTRING (-112.0490121 33.4483543, -112.0493966628616 33.44859797665536)",1
,11231,,5424,1653,1,37.05256583,2,59,,connector,20,"LINESTRING (-112.0492260575701 33.44863566545841, -112.0490121 33.4483543)",1
,11232,,1653,5424,1,37.05256583,2,59,,connector,20,"LINESTRING (-112.0490121 33.4483543, -112.0492260575701 33.44863566545841)",1
,11233,,5425,1657,1,40.90350307,2,59,,connector,20,"LINESTRING (-112.0482224 33.4487506, -112.0478476 33.4489443)",1
,11234,,1657,5425,1,40.90350307,2,59,,connector,20,"LINESTRING (-112.0478476 33.4489443, -112.0482224 33.4487506)",1
,11235,,5426,1201,1,22.22857896,2,59,,connector,20,"LINESTRING (-112.0465458178698 33.44855435147566, -112.0465908 33.448358)",1
,11236,,1201,5426,1,22.22857896,2,59,,connector,20,"LINESTRING (-112.0465908 33.448358, -112.0465458178698 33.44855435147566)",1
,11237,,5427,1829,1,29.77712173,2,59,,connector,20,"LINESTRING (-112.0463942049739 33.44862485097832, -112.0464164 33.4483577)",1
,11238,,1829,5427,1,29.77712173,2,59,,connector,20,"LINESTRING (-112.0464164 33.4483577, -112.0463942049739 33.44862485097832)",1
,11239,,5428,1647,1,33.202235,2,59,,connector,20,"LINESTRING (-112.0460208680461 33.44851578501988, -112.04611 33.4482266)",1
,11240,,1647,5428,1,33.202235,2,59,,connector,20,"LINESTRING (-112.04611 33.4482266, -112.0460208680461 33.44851578501988)",1
,11241,,5429,908,1,36.92842307,2,59,,connector,20,"LINESTRING (-112.0457774046969 33.44863194707026, -112.0455554 33.4483563)",1
,11242,,908,5429,1,36.92842307,2,59,,connector,20,"LINESTRING (-112.0455554 33.4483563, -112.0457774046969 33.44863194707026)",1
,11243,,5430,1973,1,17.04756385,2,59,,connector,20,"LINESTRING (-112.05442375 33.4485419, -112.0542401 33.4485468)",1
,11244,,1973,5430,1,17.04756385,2,59,,connector,20,"LINESTRING (-112.0542401 33.4485468, -112.05442375 33.4485419)",1
,11245,,5431,1973,1,26.93789629,2,59,,connector,20,"LINESTRING (-112.0545095601145 33.44863701929903, -112.0542401 33.4485468)",1
,11246,,1973,5431,1,26.93789629,2,59,,connector,20,"LINESTRING (-112.0542401 33.4485468, -112.0545095601145 33.44863701929903)",1
,11247,,5432,633,1,47.99249696,2,59,,connector,20,"LINESTRING (-112.0855467630101 33.4474151963455, -112.0858881 33.4470909)",1
,11248,,633,5432,1,47.99249696,2,59,,connector,20,"LINESTRING (-112.0858881 33.4470909, -112.0855467630101 33.4474151963455)",1
,11249,,5433,633,1,41.51553629,2,59,,connector,20,"LINESTRING (-112.0856645 33.4467675, -112.0858881 33.4470909)",1
,11250,,633,5433,1,41.51553629,2,59,,connector,20,"LINESTRING (-112.0858881 33.4470909, -112.0856645 33.4467675)",1
,11251,,5434,633,1,43.17805364,2,59,,connector,20,"LINESTRING (-112.0861280006068 33.44675816080098, -112.0858881 33.4470909)",1
,11252,,633,5434,1,43.17805364,2,59,,connector,20,"LINESTRING (-112.0858881 33.4470909, -112.0861280006068 33.44675816080098)",1
,11253,,5435,467,1,39.69274925,2,59,,connector,20,"LINESTRING (-112.0861852059964 33.4462729414979, -112.085892 33.446013)",1
,11254,,467,5435,1,39.69274925,2,59,,connector,20,"LINESTRING (-112.085892 33.446013, -112.0861852059964 33.4462729414979)",1
,11255,,5436,464,1,57.07371311,2,59,,connector,20,"LINESTRING (-112.0864475 33.446244, -112.0869894 33.4460011)",1
,11256,,464,5436,1,57.07371311,2,59,,connector,20,"LINESTRING (-112.0869894 33.4460011, -112.0864475 33.446244)",1
,11257,,5437,464,1,46.43685995,2,59,,connector,20,"LINESTRING (-112.0866916649957 33.4463367867855, -112.0869894 33.4460011)",1
,11258,,464,5437,1,46.43685995,2,59,,connector,20,"LINESTRING (-112.0869894 33.4460011, -112.0866916649957 33.4463367867855)",1
,11259,,5438,467,1,32.62827662,2,59,,connector,20,"LINESTRING (-112.0856205 33.4461995, -112.085892 33.446013)",1
,11260,,467,5438,1,32.62827662,2,59,,connector,20,"LINESTRING (-112.085892 33.446013, -112.0856205 33.4461995)",1
,11261,,5439,467,1,47.09666056,2,59,,connector,20,"LINESTRING (-112.085694 33.446403, -112.085892 33.446013)",1
,11262,,467,5439,1,47.09666056,2,59,,connector,20,"LINESTRING (-112.085892 33.446013, -112.085694 33.446403)",1
,11263,,5440,464,1,34.9076464,2,59,,connector,20,"LINESTRING (-112.087239 33.446236, -112.0869894 33.4460011)",1
,11264,,464,5440,1,34.9076464,2,59,,connector,20,"LINESTRING (-112.0869894 33.4460011, -112.087239 33.446236)",1
,11265,,5441,464,1,45.81548139,2,59,,connector,20,"LINESTRING (-112.0874455 33.446159, -112.0869894 33.4460011)",1
,11266,,464,5441,1,45.81548139,2,59,,connector,20,"LINESTRING (-112.0869894 33.4460011, -112.0874455 33.446159)",1
,11267,,5442,55,1,55.04730455,2,59,,connector,20,"LINESTRING (-112.087582 33.4462415, -112.0881025 33.4460039)",1
,11268,,55,5442,1,55.04730455,2,59,,connector,20,"LINESTRING (-112.0881025 33.4460039, -112.087582 33.4462415)",1
,11269,,5443,55,1,68.17184298,2,59,,connector,20,"LINESTRING (-112.0875790600911 33.44643414729696, -112.0881025 33.4460039)",1
,11270,,55,5443,1,68.17184298,2,59,,connector,20,"LINESTRING (-112.0881025 33.4460039, -112.0875790600911 33.44643414729696)",1
,11271,,5444,55,1,58.66587246,2,59,,connector,20,"LINESTRING (-112.087728 33.446429, -112.0881025 33.4460039)",1
,11272,,55,5444,1,58.66587246,2,59,,connector,20,"LINESTRING (-112.0881025 33.4460039, -112.087728 33.446429)",1
,11273,,5445,54,1,70.04703311,2,59,,connector,20,"LINESTRING (-112.087596 33.44662849999999, -112.0881231 33.4470795)",1
,11274,,54,5445,1,70.04703311,2,59,,connector,20,"LINESTRING (-112.0881231 33.4470795, -112.087596 33.44662849999999)",1
,11275,,5446,463,1,61.05225154,2,59,,connector,20,"LINESTRING (-112.087551 33.4467755, -112.0870044 33.4470812)",1
,11276,,463,5446,1,61.05225154,2,59,,connector,20,"LINESTRING (-112.0870044 33.4470812, -112.087551 33.4467755)",1
,11277,,5447,463,1,49.04630888,2,59,,connector,20,"LINESTRING (-112.0874025 33.44679099999999, -112.0870044 33.4470812)",1
,11278,,463,5447,1,49.04630888,2,59,,connector,20,"LINESTRING (-112.0870044 33.4470812, -112.0874025 33.44679099999999)",1
,11279,,5448,463,1,41.86451211,2,59,,connector,20,"LINESTRING (-112.0872352513843 33.44675770874862, -112.0870044 33.4470812)",1
,11280,,463,5448,1,41.86451211,2,59,,connector,20,"LINESTRING (-112.0870044 33.4470812, -112.0872352513843 33.44675770874862)",1
,11281,,5449,463,1,65.99132318,2,59,,connector,20,"LINESTRING (-112.0873955 33.4465855, -112.0870044 33.4470812)",1
,11282,,463,5449,1,65.99132318,2,59,,connector,20,"LINESTRING (-112.0870044 33.4470812, -112.0873955 33.4465855)",1
,11283,,5450,468,1,49.92521124,2,59,,connector,20,"LINESTRING (-112.0888405 33.446304, -112.0892366 33.4460001)",1
,11284,,468,5450,1,49.92521124,2,59,,connector,20,"LINESTRING (-112.0892366 33.4460001, -112.0888405 33.446304)",1
,11285,,5451,1859,1,35.18802375,2,59,,connector,20,"LINESTRING (-112.0887847759635 33.44675732232164, -112.0887256 33.4470699)",1
,11286,,1859,5451,1,35.18802375,2,59,,connector,20,"LINESTRING (-112.0887256 33.4470699, -112.0887847759635 33.44675732232164)",1
,11287,,5452,55,1,49.45078345,2,59,,connector,20,"LINESTRING (-112.0876625152758 33.44575291075687, -112.0881025 33.4460039)",1
,11288,,55,5452,1,49.45078345,2,59,,connector,20,"LINESTRING (-112.0881025 33.4460039, -112.0876625152758 33.44575291075687)",1
,11289,,5453,464,1,39.2877066,2,59,,connector,20,"LINESTRING (-112.0872645 33.4457325, -112.0869894 33.4460011)",1
,11290,,464,5453,1,39.2877066,2,59,,connector,20,"LINESTRING (-112.0869894 33.4460011, -112.0872645 33.4457325)",1
,11291,,5454,834,1,35.90963196,2,59,,connector,20,"LINESTRING (-112.087306 33.4454225, -112.0870009 33.4452238)",1
,11292,,834,5454,1,35.90963196,2,59,,connector,20,"LINESTRING (-112.0870009 33.4452238, -112.087306 33.4454225)",1
,11293,,5455,1489,1,21.1409192,2,59,,connector,20,"LINESTRING (-112.0879055 33.44540150000001, -112.0880657 33.4452663)",1
,11294,,1489,5455,1,21.1409192,2,59,,connector,20,"LINESTRING (-112.0880657 33.4452663, -112.0879055 33.44540150000001)",1
,11295,,5456,1489,1,27.51021151,2,59,,connector,20,"LINESTRING (-112.0882940748217 33.44542408707463, -112.0880657 33.4452663)",1
,11296,,1489,5456,1,27.51021151,2,59,,connector,20,"LINESTRING (-112.0880657 33.4452663, -112.0882940748217 33.44542408707463)",1
,11297,,5457,15,1,58.92471475,2,59,,connector,20,"LINESTRING (-112.1137369115724 33.44569626040802, -112.1131361 33.445868)",1
,11298,,15,5457,1,58.92471475,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1137369115724 33.44569626040802)",1
,11299,,5458,1993,1,39.71165224,2,59,,connector,20,"LINESTRING (-112.1146165 33.445701, -112.1148994 33.445433)",1
,11300,,1993,5458,1,39.71165224,2,59,,connector,20,"LINESTRING (-112.1148994 33.445433, -112.1146165 33.445701)",1
,11301,,5459,1993,1,76.19411403,2,59,,connector,20,"LINESTRING (-112.1148615 33.4461175, -112.1148994 33.445433)",1
,11302,,1993,5459,1,76.19411403,2,59,,connector,20,"LINESTRING (-112.1148994 33.445433, -112.1148615 33.4461175)",1
,11303,,5460,1993,1,78.16396458,2,59,,connector,20,"LINESTRING (-112.114688872638 33.44611364222276, -112.1148994 33.445433)",1
,11304,,1993,5460,1,78.16396458,2,59,,connector,20,"LINESTRING (-112.1148994 33.445433, -112.114688872638 33.44611364222276)",1
,11305,,5461,1993,1,85.18322283,2,59,,connector,20,"LINESTRING (-112.11448844955 33.44611804334438, -112.1148994 33.445433)",1
,11306,,1993,5461,1,85.18322283,2,59,,connector,20,"LINESTRING (-112.1148994 33.445433, -112.11448844955 33.44611804334438)",1
,11307,,5462,1993,1,97.53135787,2,59,,connector,20,"LINESTRING (-112.114274 33.446138, -112.1148994 33.445433)",1
,11308,,1993,5462,1,97.53135787,2,59,,connector,20,"LINESTRING (-112.1148994 33.445433, -112.114274 33.446138)",1
,11309,,5463,15,1,95.93108108,2,59,,connector,20,"LINESTRING (-112.1141255 33.4461185, -112.1131361 33.445868)",1
,11310,,15,5463,1,95.93108108,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1141255 33.4461185)",1
,11311,,5464,1993,1,89.79172794,2,59,,connector,20,"LINESTRING (-112.11416 33.445954, -112.1148994 33.445433)",1
,11312,,1993,5464,1,89.79172794,2,59,,connector,20,"LINESTRING (-112.1148994 33.445433, -112.11416 33.445954)",1
,11313,,5465,15,1,74.91677885,2,59,,connector,20,"LINESTRING (-112.1138825 33.44612499999999, -112.1131361 33.445868)",1
,11314,,15,5465,1,74.91677885,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1138825 33.44612499999999)",1
,11315,,5466,15,1,65.6438992,2,59,,connector,20,"LINESTRING (-112.113837 33.4459485, -112.1131361 33.445868)",1
,11316,,15,5466,1,65.6438992,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.113837 33.4459485)",1
,11317,,5467,15,1,46.64288204,2,59,,connector,20,"LINESTRING (-112.1136275 33.4459565, -112.1131361 33.445868)",1
,11318,,15,5467,1,46.64288204,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1136275 33.4459565)",1
,11319,,5468,15,1,44.55556816,2,59,,connector,20,"LINESTRING (-112.113531 33.446096, -112.1131361 33.445868)",1
,11320,,15,5468,1,44.55556816,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.113531 33.446096)",1
,11321,,5469,15,1,62.53937434,2,59,,connector,20,"LINESTRING (-112.1137349026858 33.44612623079288, -112.1131361 33.445868)",1
,11322,,15,5469,1,62.53937434,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1137349026858 33.44612623079288)",1
,11323,,5470,15,1,32.63098341,2,59,,connector,20,"LINESTRING (-112.1133435 33.446105, -112.1131361 33.445868)",1
,11324,,15,5470,1,32.63098341,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1133435 33.446105)",1
,11325,,5471,15,1,32.21868149,2,59,,connector,20,"LINESTRING (-112.1129653929727 33.44612032115431, -112.1131361 33.445868)",1
,11326,,15,5471,1,32.21868149,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1129653929727 33.44612032115431)",1
,11327,,5472,15,1,41.57617382,2,59,,connector,20,"LINESTRING (-112.1127723287049 33.44608633830718, -112.1131361 33.445868)",1
,11328,,15,5472,1,41.57617382,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1127723287049 33.44608633830718)",1
,11329,,5473,15,1,67.79413327,2,59,,connector,20,"LINESTRING (-112.1124795 33.4461355, -112.1131361 33.445868)",1
,11330,,15,5473,1,67.79413327,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1124795 33.4461355)",1
,11331,,5474,15,1,88.08592077,2,59,,connector,20,"LINESTRING (-112.1122241868074 33.44608837440634, -112.1131361 33.445868)",1
,11332,,15,5474,1,88.08592077,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.1122241868074 33.44608837440634)",1
,11333,,5475,15,1,100.1045138,2,59,,connector,20,"LINESTRING (-112.112158 33.446248, -112.1131361 33.445868)",1
,11334,,15,5475,1,100.1045138,2,59,,connector,20,"LINESTRING (-112.1131361 33.445868, -112.112158 33.446248)",1
,11335,,5476,399,1,100.1871342,2,59,,connector,20,"LINESTRING (-112.111965 33.446248, -112.1109746 33.445889)",1
