name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
AT&T Switching Center,48,30810814.0,,yes,,,"POLYGON ((-112.0775864 33.4494242, -112.0775885 33.4498058, -112.0773555 33.4498067, -112.0773559 33.4498722, -112.0772113 33.4498728, -112.0772113 33.4498658, -112.077163 33.449866, -112.0771638 33.4500298, -112.0772261 33.4500296, -112.0772262 33.4500624, -112.0774892 33.4500614, -112.0775405 33.4500612, -112.0775807 33.450061, -112.0775809 33.4501034, -112.0775683 33.4501034, -112.0775689 33.4501981, -112.07751 33.4501984, -112.0775102 33.4502349, -112.0772178 33.450236, -112.0772176 33.450202, -112.0766003 33.4502043, -112.0765982 33.4498128, -112.0765964 33.4494935, -112.0765961 33.4494279, -112.0768072 33.4494271, -112.0775864 33.4494242))",POINT (-112.0770537 33.4498009),7024.6,75611.9,18
Orpheum Lofts,49,30810815.0,,apartments,,,"POLYGON ((-112.0752732 33.449428, -112.0756048 33.4494285, -112.0757665 33.4494288, -112.0757664 33.4494526, -112.0757663 33.4494947, -112.0757663 33.4495018, -112.0756993 33.4495017, -112.0756992 33.4495371, -112.0756226 33.449537, -112.0756046 33.4495369, -112.0756046 33.4495488, -112.0756044 33.4496004, -112.0756044 33.4496362, -112.0756296 33.4496362, -112.0756295 33.4496788, -112.0756043 33.4496787, -112.0756041 33.4497724, -112.0756616 33.4497725, -112.0756615 33.4498018, -112.075604 33.4498017, -112.075604 33.4498066, -112.0752729 33.4498061, -112.0752732 33.4496736, -112.0752826 33.4496736, -112.0752829 33.4495551, -112.075273 33.4495551, -112.0752732 33.449428))",POINT (-112.0754692 33.4496046),1463.7,15755.4,18
,50,30810816.0,,yes,,,"POLYGON ((-112.0762357 33.4484199, -112.0762355 33.4487247, -112.0760655 33.4487246, -112.0758588 33.4487244, -112.0755868 33.4487243, -112.0752995 33.4487241, -112.0752998 33.4484193, -112.0755664 33.4484195, -112.0758587 33.4484197, -112.0760729 33.4484198, -112.0762357 33.4484199))",POINT (-112.0757676 33.448572),2938.8,31633.2,23
Memory Lawn Cemetery,51,32243816.0,,grave_yard,,,"POLYGON ((-112.1122223 33.4529887, -112.1134068 33.45296, -112.1129347 33.4604789, -112.1129347 33.4613167, -112.1118447 33.4612738, -112.1118361 33.4605506, -112.1098706 33.4605362, -112.1094757 33.4604002, -112.1089693 33.4598417, -112.1085571 33.4587237, -112.1085238 33.4581605, -112.1085263 33.4568715, -112.1085479 33.455144, -112.1085634 33.4539014, -112.1085718 33.4513407, -112.1085724 33.4512772, -112.1085736 33.4511976, -112.1100386 33.451182, -112.1104944 33.4511771, -112.1110011 33.4511716, -112.1115695 33.4511655, -112.1122482 33.4511581, -112.1122223 33.4529887))",POINT (-112.1108548 33.4559871),0.0,4616635.5,11
Kenilworth School,52,35394569.0,,school,,,"POLYGON ((-112.0800006 33.4618451, -112.0800175 33.4620146, -112.080066 33.4621388, -112.0800926 33.462207, -112.0802321 33.4626367, -112.0802857 33.462659, -112.0824197 33.4626296, -112.0824744 33.4626232, -112.082453 33.4619698, -112.0823564 33.4617237, -112.0821472 33.4615895, -112.0811354 33.4616872, -112.0803056 33.4618004, -112.0801533 33.4618209, -112.0800006 33.4618451))",POINT (-112.0813093 33.4621641),22897.9,246471.2,7
Burton Barr Public Library,53,35421843.0,,library,,,"POLYGON ((-112.0734346 33.4628661, -112.0734346 33.4628193, -112.0729126 33.4628193, -112.0729126 33.4628661, -112.0729088 33.4628661, -112.0728639 33.4628661, -112.0727954 33.4626778, -112.0727804 33.4625169, -112.0727823 33.4623504, -112.072829 33.4621165, -112.0728739 33.4621165, -112.0728722 33.4620679, -112.0733966 33.4620742, -112.0733997 33.4621165, -112.0734446 33.4621165, -112.0734896 33.4623653, -112.0734933 33.4625244, -112.0735095 33.4626939, -112.0734795 33.4628661, -112.0734346 33.4628661))",POINT (-112.0731421 33.4624577),5276.2,56792.3,8
,54,35973507.0,,place_of_worship,,,"POLYGON ((-112.074672 33.4586154, -112.0747816 33.4586145, -112.0753564 33.4586295, -112.0753895 33.4591667, -112.0753903 33.4592582, -112.0742163 33.4592486, -112.0742799 33.4591202, -112.0743652 33.4589684, -112.0744692 33.4588492, -112.0745722 33.4587266, -112.074672 33.4586154))",POINT (-112.0748853 33.4589643),6271.3,67503.2,8
,55,37057845.0,,yes,,,"POLYGON ((-112.0739627 33.4500649, -112.0739614 33.4498851, -112.0743479 33.4498834, -112.0743491 33.4500659, -112.0741706 33.4500671, -112.0739627 33.4500649))",POINT (-112.0741558 33.4499752),722.4,7776.1,18
,56,37057846.0,,yes,,,"POLYGON ((-112.0731968 33.4459751, -112.0731966 33.4459002, -112.0732241 33.4459002, -112.0732241 33.4458922, -112.0733343 33.445892, -112.0733343 33.4458985, -112.0733628 33.4458984, -112.073363 33.4459749, -112.0731968 33.4459751))",POINT (-112.07328 33.4459347),137.4,1478.5,23
Mercado E,57,37057847.0,,yes,,,"POLYGON ((-112.0659036 33.4507424, -112.0659014 33.4507009, -112.065871 33.4507009, -112.0658689 33.4505229, -112.0660651 33.4505241, -112.0661214 33.4505662, -112.0661178 33.4506098, -112.066125 33.4506116, -112.0661278 33.450743, -112.0661019 33.4507412, -112.066099 33.4507882, -112.0660415 33.4508348, -112.0659136 33.4507715, -112.0659246 33.4507537, -112.0659036 33.4507424))",POINT (-112.0660008 33.4506593),666.7,7176.1,18
,58,37057848.0,,yes,,,"POLYGON ((-112.0743755 33.4496158, -112.0744404 33.4496155, -112.0744414 33.4498112, -112.0739628 33.4498128, -112.0739619 33.4496171, -112.0742094 33.4496163, -112.0742901 33.449616, -112.0743755 33.4496158))",POINT (-112.0742016 33.4497142),965.2,10389.4,18
,59,37057849.0,,yes,,,"POLYGON ((-112.0742738 33.4459719, -112.0738988 33.4459719, -112.0738988 33.4456689, -112.0739411 33.4456689, -112.0739411 33.4455931, -112.0742796 33.4455931, -112.0742796 33.4455986, -112.0743734 33.4455986, -112.0743734 33.4456537, -112.0742796 33.4456537, -112.0742796 33.4457889, -112.0742738 33.4459719))",POINT (-112.0741007 33.4457798),1501.8,16165.3,23
Mercado F,60,37057850.0,,yes,,,"POLYGON ((-112.0654151 33.4509429, -112.0653917 33.4509805, -112.0653504 33.4509581, -112.0653737 33.4509229, -112.0653744 33.4508916, -112.0653438 33.450891, -112.0653438 33.4507764, -112.0653293 33.4507745, -112.0652919 33.450681, -112.0652886 33.4505398, -112.0653515 33.4504908, -112.0655306 33.4504882, -112.0655291 33.4505196, -112.0656808 33.4505205, -112.065682 33.4506001, -112.0656798 33.4506681, -112.0656899 33.4506656, -112.0656877 33.4506963, -112.0656935 33.4506969, -112.0656936 33.4507075, -112.0656354 33.4507851, -112.0654918 33.450855, -112.0654961 33.4508622, -112.0654356 33.4508964, -112.0654363 33.4509043, -112.0654323 33.4509077, -112.0654151 33.4509429))",POINT (-112.0654766 33.4506796),1347.2,14500.6,18
U.S. Bank Plaza,61,37057851.0,,yes,,,"POLYGON ((-112.0749047 33.4494297, -112.0749049 33.4494618, -112.0749063 33.4497559, -112.074925 33.4497559, -112.0749266 33.4500648, -112.0749092 33.4500649, -112.0749099 33.450217, -112.0749101 33.4502513, -112.074504 33.4502526, -112.0744774 33.4502527, -112.0744772 33.4502184, -112.0744765 33.4500663, -112.0744618 33.4500663, -112.0744604 33.4497574, -112.0744743 33.4497573, -112.0744729 33.4494632, -112.0744728 33.4494311, -112.0745042 33.449431, -112.0749047 33.4494297))",POINT (-112.0746919 33.4498432),3765.7,40533.7,18
,62,37057852.0,,commercial,,,"POLYGON ((-112.0746747 33.4451488, -112.0746747 33.4454539, -112.074696 33.4454539, -112.074696 33.4454758, -112.0746747 33.4454758, -112.0746747 33.4455253, -112.0742676 33.4455253, -112.0742676 33.4451488, -112.0746747 33.4451488))",POINT (-112.0744718 33.4453374),1588.8,17101.5,23
Mercado D,63,37057853.0,,yes,,,"POLYGON ((-112.066241 33.4508096, -112.0662338 33.4508009, -112.0662474 33.4507919, -112.0662443 33.4507399, -112.0662319 33.4507387, -112.0662276 33.4507063, -112.0662211 33.4506469, -112.0662295 33.4506463, -112.066228 33.4506278, -112.0662721 33.4505953, -112.0663023 33.4505935, -112.0663023 33.4505432, -112.0664 33.4505384, -112.0663993 33.4505151, -112.0665458 33.4505109, -112.0665457 33.4505941, -112.0665515 33.4505929, -112.0665521 33.4506301, -112.0665514 33.4506896, -112.0665177 33.4506908, -112.0665177 33.4507345, -112.0664621 33.4507582, -112.0664801 33.4507838, -112.0662884 33.450879, -112.0662237 33.4508266, -112.066241 33.4508096))",POINT (-112.0663842 33.4506789),877.8,9448.3,18
,64,37057854.0,,yes,,,"POLYGON ((-112.0742487 33.44921, -112.0740617 33.4492083, -112.0740601 33.4491694, -112.0740299 33.4491951, -112.0740095 33.4491793, -112.0739916 33.4491653, -112.0740168 33.4491388, -112.0739835 33.449139, -112.0739813 33.4489846, -112.0740603 33.4489834, -112.0740623 33.4490524, -112.0740994 33.4490515, -112.0741025 33.4490756, -112.0741175 33.4490881, -112.0741385 33.4491116, -112.0741689 33.4491114, -112.0741701 33.4491416, -112.0742468 33.4491419, -112.0742487 33.44921))",POINT (-112.0740873 33.4491201),348.4,3750.0,18
South Court Tower,65,37057855.0,,courthouse,,,"POLYGON ((-112.0762118 33.4458716, -112.0762119 33.4458869, -112.0762127 33.4459482, -112.0762128 33.4459557, -112.075426 33.4459623, -112.075417 33.4452147, -112.0758336 33.4452112, -112.0758331 33.4451644, -112.0763185 33.4451603, -112.0763193 33.4452218, -112.0762117 33.4452227, -112.0762131 33.4453428, -112.0763939 33.4454042, -112.0763995 33.44587, -112.0762118 33.4458716))",POINT (-112.0758892 33.4455758),7282.1,78384.1,23
Mercado B,66,37057856.0,,yes,,,"POLYGON ((-112.0669144 33.4512136, -112.0668143 33.4511675, -112.0668021 33.4511873, -112.0667275 33.4511505, -112.0666465 33.4511885, -112.0666292 33.4511633, -112.0665354 33.4512121, -112.0664094 33.4512151, -112.0663604 33.4512131, -112.0663265 33.4511841, -112.0663126 33.4511729, -112.0663129 33.4511453, -112.0662818 33.451147, -112.0662698 33.4510461, -112.0662561 33.4510491, -112.0662281 33.4510057, -112.0662806 33.450977, -112.0662914 33.4509848, -112.0663786 33.4509375, -112.0664182 33.4509957, -112.0665886 33.4509135, -112.0666081 33.4509399, -112.0666354 33.4509265, -112.0665801 33.4508425, -112.0666638 33.4507994, -112.0667992 33.4508523, -112.0667992 33.4509029, -112.0667802 33.4509252, -112.0668124 33.4509423, -112.0668295 33.450913, -112.0669675 33.450982, -112.0669492 33.4510089, -112.0669929 33.4510241, -112.0669905 33.4510505, -112.0671256 33.4510517, -112.0671889 33.4510819, -112.0671875 33.4510969, -112.0672574 33.4511296, -112.0672863 33.4511436, -112.0672878 33.4511847, -112.0672394 33.4512237, -112.0671459 33.4512207, -112.0671062 33.4512214, -112.0671023 33.4512238, -112.0670577 33.4512239, -112.0670348 33.4512246, -112.0670117 33.4512258, -112.0669942 33.4512459, -112.0669144 33.4512136))",POINT (-112.0667258 33.4510668),2460.0,26479.6,18
Renaissance Square,67,37057857.0,,yes,,,"POLYGON ((-112.0749336 33.4483922, -112.0749416 33.4488528, -112.0749423 33.4489999, -112.0749249 33.4489901, -112.074928 33.4490454, -112.0749425 33.4490532, -112.0749466 33.4492038, -112.0749316 33.4492029, -112.0748883 33.4491663, -112.0748588 33.4491928, -112.0748621 33.4492038, -112.0746816 33.4492054, -112.0746717 33.4491972, -112.0746157 33.4491972, -112.0746113 33.4492045, -112.0744403 33.4492065, -112.0744369 33.4490593, -112.0744478 33.4490565, -112.0744467 33.44903, -112.0744467 33.449008, -112.074438 33.4489997, -112.0744342 33.4488522, -112.0744396 33.4488522, -112.0743833 33.4488011, -112.0743484 33.4487695, -112.0743159 33.4487401, -112.0742226 33.4487413, -112.074203 33.4487423, -112.0741931 33.4487341, -112.0741635 33.4487341, -112.0741371 33.4487341, -112.0741327 33.4487414, -112.0739539 33.4487404, -112.0739551 33.4485352, -112.07396 33.4483872, -112.0739697 33.4483876, -112.0740144 33.4484246, -112.0740489 33.4483984, -112.074043 33.4483886, -112.0742163 33.4483869, -112.0742355 33.4484001, -112.0742928 33.4484, -112.0742841 33.44839, -112.074463 33.4483897, -112.074596 33.4483935, -112.0749336 33.4483922))",POINT (-112.0745429 33.4487306),5959.0,64142.1,23
Americas Best Value Inn - Downtown Phoenix,68,37057858.0,,yes,,,"POLYGON ((-112.0798987 33.4515898, -112.0797805 33.4515898, -112.0797805 33.4516071, -112.0797459 33.4516071, -112.0797459 33.4518126, -112.0799352 33.4518126, -112.0799352 33.451681, -112.0800389 33.451681, -112.0800389 33.4519067, -112.0796393 33.4519067, -112.0796393 33.4516637, -112.0795788 33.4516637, -112.0795788 33.4515273, -112.0798987 33.4515273, -112.0799322 33.4515531, -112.0798987 33.4515898))",POINT (-112.0797949 33.4517327),1044.9,11246.9,18
Historic City Hall,69,37057860.0,,yes,,,"POLYGON ((-112.0761013 33.44792, -112.0759549 33.4479209, -112.0759545 33.4478743, -112.0757962 33.4478752, -112.0757963 33.4478908, -112.0757431 33.4478907, -112.0756884 33.4478914, -112.0756883 33.4478759, -112.0755237 33.4478768, -112.0755241 33.4479227, -112.0753862 33.4479235, -112.0753858 33.4478776, -112.0753701 33.4478777, -112.0753679 33.4476123, -112.0753821 33.4476122, -112.0753817 33.4475614, -112.0755241 33.4475606, -112.0755248 33.4476374, -112.0756399 33.4476368, -112.0758416 33.4476356, -112.0759603 33.4476349, -112.0759596 33.4475601, -112.075959 33.447483, -112.076099 33.4474822, -112.0760996 33.4475592, -112.0761 33.4476043, -112.0761121 33.4476042, -112.076113 33.4477136, -112.0761456 33.4477135, -112.0761458 33.4477422, -112.0761461 33.4477666, -112.0761135 33.4477668, -112.0761144 33.4478767, -112.076101 33.4478768, -112.0761013 33.44792))",POINT (-112.075758 33.4477386),2345.4,25245.8,23
Mercado C,70,37057861.0,,yes,,,"POLYGON ((-112.0670984 33.4509836, -112.0670969 33.4509406, -112.067045 33.4509382, -112.0670434 33.4508886, -112.0670119 33.4508867, -112.0669707 33.4508496, -112.0669562 33.4508574, -112.0668871 33.4508039, -112.0668986 33.4507925, -112.0668557 33.4507572, -112.0667711 33.4507558, -112.0667723 33.450726, -112.06674 33.4507259, -112.0667386 33.4505488, -112.0668177 33.4505542, -112.0668177 33.4505113, -112.0671214 33.4504999, -112.0671234 33.4505335, -112.0671594 33.4505593, -112.0671767 33.4505617, -112.06721 33.4505889, -112.0672408 33.4506158, -112.0672357 33.450626, -112.0672791 33.4506603, -112.0673183 33.4506573, -112.067317 33.4509388, -112.0673186 33.4509824, -112.067315 33.450983, -112.0673112 33.4510058, -112.0673445 33.4510293, -112.0673078 33.4510803, -112.0672278 33.4510437, -112.067235 33.4510269, -112.0671558 33.4509812, -112.0670984 33.4509836))",POINT (-112.0670666 33.4507372),2121.9,22839.8,18
Federal Building,71,37057863.0,,yes,,,"POLYGON ((-112.0758151 33.4512227, -112.0757311 33.4512227, -112.0757311 33.4512552, -112.0754654 33.4512554, -112.0754654 33.451222, -112.0753816 33.4512221, -112.0753808 33.450523, -112.0754578 33.450523, -112.0754578 33.4504956, -112.0757258 33.4504954, -112.0757258 33.4505227, -112.0758144 33.4505226, -112.0758151 33.4512227))",POINT (-112.0755979 33.4508743),3289.6,35408.5,18
,72,37057864.0,,yes,,,"POLYGON ((-112.0787857 33.4516479, -112.0787857 33.4517679, -112.0784612 33.4517679, -112.0784612 33.4516479, -112.0787857 33.4516479))",POINT (-112.0786235 33.4517079),400.3,4309.1,18
,73,37057865.0,,commercial,,,"POLYGON ((-112.0730274 33.4451529, -112.0730274 33.445351, -112.0731171 33.445351, -112.0731171 33.4453641, -112.0731296 33.4453641, -112.0731296 33.4455273, -112.0727015 33.4455273, -112.0727015 33.4451529, -112.0730274 33.4451529))",POINT (-112.0728917 33.4453528),1441.0,15511.0,23
City of Phoenix Personnel Building,74,37057866.0,,yes,,,"POLYGON ((-112.0759393 33.4502529, -112.075938 33.4501578, -112.0759377 33.4500888, -112.0760074 33.4500884, -112.0760734 33.4500881, -112.0760726 33.449976, -112.0762259 33.4499752, -112.0762658 33.449975, -112.0762679 33.4502511, -112.0759393 33.4502529))",POINT (-112.0761219 33.4501303),777.4,8367.8,18
Rodeway Inn Downtown Phoenix,75,37057867.0,,yes,,,"POLYGON ((-112.079418 33.4518957, -112.079418 33.4518868, -112.0793024 33.4518868, -112.0793024 33.4518946, -112.0791002 33.4518946, -112.0791002 33.4518468, -112.0791002 33.4518168, -112.0791002 33.4517813, -112.0791524 33.4517813, -112.0791524 33.4518168, -112.0792724 33.4518168, -112.0792724 33.4515501, -112.0792946 33.4515501, -112.0792946 33.4515279, -112.0794791 33.4515279, -112.0794791 33.4515501, -112.0794791 33.4515524, -112.0794991 33.4515524, -112.0794991 33.451599, -112.0794791 33.451599, -112.0794791 33.4518168, -112.0794791 33.4518224, -112.0794791 33.4518435, -112.079498 33.4518435, -112.079498 33.4518868, -112.0794624 33.4518868, -112.0794624 33.4518957, -112.079418 33.4518957))",POINT (-112.0793456 33.4517332),942.4,10143.8,18
,76,37057869.0,,commercial,,,"POLYGON ((-112.073194 33.4455274, -112.073194 33.4453489, -112.0731156 33.4453489, -112.0731156 33.4451505, -112.0736482 33.4451505, -112.0736482 33.4453482, -112.0735808 33.4453482, -112.0735808 33.4455274, -112.073194 33.4455274))",POINT (-112.073384 33.4453242),1801.8,19394.4,23
,77,37057871.0,,yes,,,"POLYGON ((-112.0768312 33.4523316, -112.0768305 33.4522637, -112.0769278 33.4522643, -112.0769274 33.4523146, -112.0769512 33.4523365, -112.0769498 33.452465, -112.0769218 33.4524831, -112.0766374 33.4524787, -112.0766412 33.4523305, -112.0768312 33.4523316))",POINT (-112.0768055 33.4523923),546.2,5878.9,18
Stickler's,78,37057872.0,,restaurant,,,"POLYGON ((-112.0779998 33.4483687, -112.0779998 33.4484592, -112.077944 33.4484592, -112.077945 33.4485329, -112.0779459 33.4485995, -112.077947 33.4486806, -112.0779476 33.4487271, -112.0779479 33.4487502, -112.0778477 33.4487529, -112.0778476 33.4487591, -112.0778205 33.4487597, -112.0778216 33.4487066, -112.0778216 33.4483687, -112.0779015 33.4483687, -112.0779998 33.4483687))",POINT (-112.0778918 33.448548),545.2,5868.6,23
Phoenix Municipal Court,79,37057875.0,,courthouse,,,"POLYGON ((-112.0784469 33.4486949, -112.0787378 33.4485547, -112.0787558 33.4485849, -112.0787626 33.4485963, -112.0787896 33.4486434, -112.0788003 33.4486967, -112.0788079 33.4487425, -112.0788081 33.4487964, -112.0788037 33.4488336, -112.0787826 33.448829, -112.0787581 33.4489154, -112.0787753 33.4489192, -112.0787676 33.448936, -112.0787521 33.4489623, -112.0787245 33.4490003, -112.0786959 33.4490336, -112.078674 33.4490551, -112.0786517 33.449076, -112.0786324 33.4490901, -112.0786058 33.4491064, -112.0785628 33.4491325, -112.0785255 33.4491478, -112.0785004 33.4491589, -112.0784622 33.4491709, -112.0784226 33.4491791, -112.0783776 33.4491871, -112.0783412 33.4491898, -112.0783029 33.449191, -112.0782572 33.4491899, -112.0782233 33.4491869, -112.0782286 33.4491685, -112.0781255 33.4491463, -112.0781209 33.4491642, -112.0780829 33.4491525, -112.0780438 33.4491357, -112.0780002 33.4491109, -112.0779699 33.4490899, -112.077934 33.4490621, -112.0779056 33.4490373, -112.0778897 33.4490208, -112.077868 33.449002, -112.0778514 33.4489811, -112.0781319 33.4488447, -112.0784469 33.4486949))",POINT (-112.0784056 33.4489215),3478.8,37445.9,23
Security Building,80,37057877.0,,yes,,,"POLYGON ((-112.0744296 33.4511174, -112.0739744 33.4511174, -112.0739759 33.4509645, -112.0744274 33.45096, -112.0744296 33.4511174))",POINT (-112.0742029 33.4510399),727.1,7826.4,18
,81,37057879.0,,yes,,,"POLYGON ((-112.0739752 33.4507467, -112.0742993 33.4507442, -112.0743955 33.4507429, -112.0744243 33.4507426, -112.0744274 33.45096, -112.0739759 33.4509645, -112.0739752 33.4507467))",POINT (-112.0742006 33.4508537),1008.3,10853.2,18
