name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
,1817,412600893.0,,residential,,,"POLYGON ((-112.0895408 33.4468658, -112.089488 33.4468663, -112.089433 33.4468667, -112.0894323 33.4468098, -112.0894699 33.4468095, -112.0894698 33.4468014, -112.0894869 33.4468012, -112.0894868 33.446793, -112.0895398 33.4467922, -112.0895408 33.4468658))",POINT (-112.0894897 33.4468327),73.7,792.8,22
,1818,412600897.0,,residential,,,"POLYGON ((-112.0897075 33.4469743, -112.0896683 33.4469743, -112.0896683 33.4469567, -112.0897075 33.4469567, -112.0897075 33.4469743))",POINT (-112.0896879 33.4469655),7.0,75.6,22
,1819,412600900.0,,roof,,,"POLYGON ((-112.0895398 33.4467922, -112.0894868 33.446793, -112.0894772 33.4467931, -112.089475 33.446694, -112.0895376 33.446693, -112.0895398 33.4467922))",POINT (-112.0895074 33.4467431),64.7,696.1,22
,1820,412600903.0,,roof,,,"POLYGON ((-112.0895469 33.4469334, -112.0894892 33.4469332, -112.089488 33.4468663, -112.0895408 33.4468658, -112.0895461 33.4468656, -112.0895469 33.4469334))",POINT (-112.0895176 33.4468996),40.3,433.4,22
,1821,412600906.0,,residential,,,"POLYGON ((-112.0894316 33.4467483, -112.0894863 33.4467478, -112.0894868 33.446793, -112.0894869 33.4468012, -112.0894698 33.4468014, -112.0894699 33.4468095, -112.0894323 33.4468098, -112.0894316 33.4467483))",POINT (-112.0894585 33.4467777),33.2,357.4,22
St Luke's Behavioral Health Center,1822,413292959.0,,hospital,,,"POLYGON ((-112.044408 33.4537674, -112.0443958 33.4537923, -112.0443659 33.4538134, -112.0434832 33.4538186, -112.0433281 33.4538194, -112.0433281 33.4539777, -112.0412763 33.4539874, -112.0412844 33.4526956, -112.0421878 33.4526906, -112.042417 33.4526894, -112.0423967 33.451507, -112.0432597 33.4515076, -112.0433021 33.4515236, -112.0433138 33.451551, -112.0433162 33.4515765, -112.043305 33.4527981, -112.0444026 33.4527921, -112.044408 33.4537674))",POINT (-112.0427837 33.4530545),49563.9,533501.1,20
,1823,423640375.0,,roof,,,"POLYGON ((-112.1007148 33.4513618, -112.1007148 33.4513513, -112.1007518 33.4513512, -112.1007518 33.4513617, -112.1007148 33.4513618))",POINT (-112.1007333 33.4513565),4.1,43.9,16
,1824,423640376.0,,industrial,,,"POLYGON ((-112.0975748 33.4508964, -112.0975366 33.4508969, -112.0975349 33.4508134, -112.0975732 33.4508129, -112.0975748 33.4508964))",POINT (-112.0975549 33.4508549),32.8,353.5,17
,1825,423640377.0,,industrial,,,"POLYGON ((-112.0976758 33.45088, -112.0976375 33.4508805, -112.0976364 33.4508237, -112.0976747 33.4508232, -112.0976758 33.45088))",POINT (-112.0976561 33.4508518),22.1,237.5,17
,1826,423640378.0,,roof,,,"POLYGON ((-112.0996256 33.4511569, -112.0996259 33.4511705, -112.0995889 33.4511711, -112.0995886 33.4511575, -112.0996256 33.4511569))",POINT (-112.0996073 33.451164),5.2,55.7,16
,1827,423640379.0,,roof,,,"POLYGON ((-112.0999206 33.45178, -112.0999369 33.4517805, -112.0999358 33.4518113, -112.0999195 33.4518109, -112.0999206 33.45178))",POINT (-112.0999282 33.4517957),5.2,55.8,16
,1828,423640380.0,,roof,,,"POLYGON ((-112.1002167 33.4508371, -112.1002003 33.4508373, -112.1001999 33.4508064, -112.1002162 33.4508063, -112.1002167 33.4508371))",POINT (-112.1002083 33.4508218),5.1,54.9,16
,1829,423742542.0,,commercial,,,"POLYGON ((-112.0995665 33.4570673, -112.0991881 33.4570656, -112.0991878 33.4571092, -112.0990604 33.4571086, -112.0990599 33.4571812, -112.0988876 33.4571805, -112.0988881 33.4571079, -112.0988217 33.4571076, -112.0988239 33.4567669, -112.0995683 33.4567702, -112.0995665 33.4570673))",POINT (-112.0991719 33.4569393),2571.0,27673.7,11
,1830,423742543.0,,commercial,,,"POLYGON ((-112.0998819 33.4566452, -112.0998035 33.4566448, -112.0998036 33.4566295, -112.0997549 33.4566293, -112.0997548 33.4566446, -112.0996098 33.456644, -112.0996116 33.4563621, -112.0996646 33.4563623, -112.0996645 33.4563736, -112.0997221 33.4563739, -112.0997219 33.4563979, -112.0997508 33.4563981, -112.099751 33.4563627, -112.0998836 33.4563633, -112.0998831 33.4564473, -112.0998967 33.4564474, -112.0998958 33.4565776, -112.0998823 33.4565775, -112.0998819 33.4566452))",POINT (-112.0997503 33.4565053),783.9,8438.0,11
,1831,423742544.0,,commercial,,,"POLYGON ((-112.1009724 33.4560296, -112.1008501 33.4560296, -112.1008501 33.4557578, -112.1009724 33.4557578, -112.1009724 33.4560296))",POINT (-112.1009112 33.4558937),343.1,3693.5,11
,1832,423742545.0,,roof,,,"POLYGON ((-112.1013792 33.4521638, -112.1013059 33.4521632, -112.1013075 33.4520139, -112.1013809 33.4520145, -112.1013792 33.4521638))",POINT (-112.1013434 33.4520888),112.5,1211.4,16
,1833,423742546.0,,residential,,,"POLYGON ((-112.1005932 33.4523267, -112.1006919 33.4519918, -112.1008535 33.452025, -112.1007549 33.4523598, -112.1005932 33.4523267))",POINT (-112.1007234 33.4521758),592.5,6377.7,16
,1834,423742547.0,,roof,,,"POLYGON ((-112.0965311 33.4516712, -112.0964688 33.4516717, -112.0964682 33.4516249, -112.0965305 33.4516244, -112.0965311 33.4516712))",POINT (-112.0964996 33.4516481),30.2,324.6,17
,1835,423742548.0,,commercial,,,"POLYGON ((-112.0984403 33.4518016, -112.0984404 33.4518954, -112.0985162 33.4518954, -112.0985161 33.4518015, -112.0984403 33.4518016))",POINT (-112.0984783 33.4518485),72.8,783.6,16
,1836,423742549.0,,roof,,,"POLYGON ((-112.1014698 33.4520006, -112.1013892 33.452, -112.1013917 33.4517702, -112.1014723 33.4517708, -112.1014698 33.4520006))",POINT (-112.1014307 33.4518854),190.9,2054.7,16
,1837,423742550.0,,commercial,,,"POLYGON ((-112.0997906 33.4514685, -112.0997455 33.4514685, -112.0997455 33.4514537, -112.0997906 33.4514536, -112.0997906 33.4514685))",POINT (-112.0997681 33.4514611),6.9,74.6,16
,1838,424940483.0,,residential,,,"POLYGON ((-112.0977804 33.4518604, -112.0975404 33.4518604, -112.0975404 33.4517417, -112.097604 33.4517417, -112.097604 33.4518132, -112.0977804 33.4518132, -112.0977804 33.4518604))",POINT (-112.0976351 33.4518198),163.2,1756.2,17
,1839,425040580.0,,commercial,,,"POLYGON ((-112.0918578 33.4510483, -112.0916715 33.4509486, -112.0917294 33.4508733, -112.0919157 33.450973, -112.0918578 33.4510483))",POINT (-112.0917936 33.4509608),204.1,2197.2,17
,1840,425040581.0,,office,,,"POLYGON ((-112.0948921 33.4504307, -112.0948889 33.4504385, -112.0948891 33.4504467, -112.0948926 33.4504544, -112.0948991 33.4504605, -112.0949077 33.4504645, -112.0949174 33.4504658, -112.0949271 33.4504642, -112.0949355 33.4504599, -112.0949417 33.4504535, -112.0949449 33.4504458, -112.0949447 33.4504376, -112.0949411 33.4504299, -112.0949346 33.4504237, -112.094926 33.4504198, -112.0949163 33.4504185, -112.0949067 33.4504201, -112.0948982 33.4504243, -112.0948921 33.4504307))",POINT (-112.0949169 33.4504421),21.3,229.1,17
,1841,425040582.0,,office,,,"POLYGON ((-112.0950496 33.450428, -112.0950465 33.4504357, -112.0950467 33.450444, -112.0950502 33.4504516, -112.0950567 33.4504578, -112.0950653 33.4504617, -112.095075 33.450463, -112.0950847 33.4504614, -112.0950931 33.4504572, -112.0950993 33.4504508, -112.0951024 33.450443, -112.0951022 33.4504348, -112.0950987 33.4504272, -112.0950922 33.450421, -112.0950836 33.450417, -112.0950739 33.4504157, -112.0950642 33.4504173, -112.0950558 33.4504216, -112.0950496 33.450428))",POINT (-112.0950744 33.4504394),21.2,228.1,17
,1842,425040583.0,,office,,,"POLYGON ((-112.0955472 33.4504149, -112.0955411 33.45043, -112.0955414 33.450446, -112.0955483 33.4504609, -112.0955609 33.4504729, -112.0955777 33.4504806, -112.0955966 33.450483, -112.0956154 33.45048, -112.0956317 33.4504717, -112.0956437 33.4504593, -112.0956499 33.4504442, -112.0956495 33.4504282, -112.0956426 33.4504133, -112.0956301 33.4504013, -112.0956133 33.4503936, -112.0955944 33.4503911, -112.0955756 33.4503942, -112.0955592 33.4504025, -112.0955472 33.4504149))",POINT (-112.0955955 33.4504371),80.6,867.5,17
,1843,425040584.0,,roof,,,"POLYGON ((-112.0943837 33.4500903, -112.0938569 33.4500919, -112.0938569 33.4499945, -112.0943837 33.4499945, -112.0943837 33.4500903))",POINT (-112.0941196 33.4500428),524.3,5643.5,17
,1844,425040585.0,,roof,,,"POLYGON ((-112.1008 33.4505718, -112.1007533 33.4505724, -112.1007521 33.450498, -112.1007988 33.4504975, -112.1008 33.4505718))",POINT (-112.100776 33.4505349),35.9,386.4,16
,1845,425040586.0,,roof,,,"POLYGON ((-112.094375 33.4499224, -112.0938482 33.4499262, -112.0938477 33.4498288, -112.0943745 33.4498266, -112.094375 33.4499224))",POINT (-112.0941106 33.449876),523.8,5637.9,17
,1846,425040587.0,,roof,,,"POLYGON ((-112.0962607 33.4514144, -112.0962608 33.4514008, -112.0962977 33.4514009, -112.0962977 33.4514145, -112.0962607 33.4514144))",POINT (-112.0962792 33.4514077),5.1,54.9,17
,1847,425040588.0,,roof,,,"POLYGON ((-112.0917882 33.4514592, -112.0917882 33.4514456, -112.0918252 33.4514457, -112.0918251 33.4514593, -112.0917882 33.4514592))",POINT (-112.0918067 33.4514524),5.2,56.5,17
,1848,425250311.0,,commercial,,,"POLYGON ((-112.0995095 33.4484715, -112.0994405 33.4484719, -112.0994406 33.4484774, -112.0994129 33.4484775, -112.0994129 33.448472, -112.0991734 33.4484733, -112.0991732 33.4484387, -112.0991666 33.4484388, -112.0991664 33.4484157, -112.099173 33.4484157, -112.0991728 33.4483814, -112.0991652 33.4483815, -112.0991651 33.4483584, -112.0991726 33.4483584, -112.0991722 33.4483035, -112.0991963 33.4483033, -112.0991962 33.448297, -112.099233 33.4482968, -112.0992331 33.4483032, -112.0993492 33.4483026, -112.0993491 33.4482938, -112.0994019 33.4482935, -112.0994019 33.4483023, -112.0995083 33.4483017, -112.0995086 33.448351, -112.099513 33.448351, -112.0995134 33.4484024, -112.099509 33.4484024, -112.0995095 33.4484715))",POINT (-112.0993405 33.4483867),602.0,6480.2,21
,1849,425250324.0,,roof,,,"POLYGON ((-112.1010593 33.4474723, -112.1010091 33.4474724, -112.1010083 33.447239, -112.1010585 33.4472389, -112.1010593 33.4474723))",POINT (-112.1010338 33.4473557),121.7,1310.3,21
,1850,425250325.0,,commercial,,,"POLYGON ((-112.0990147 33.4484544, -112.0988881 33.448455, -112.0988869 33.4483039, -112.0990135 33.4483033, -112.0990147 33.4484544))",POINT (-112.0989508 33.4483792),196.0,2109.5,21
,1851,425250332.0,,roof,,,"POLYGON ((-112.1005535 33.4474792, -112.1005029 33.4474793, -112.1005024 33.4473171, -112.1005529 33.447317, -112.1005535 33.4474792))",POINT (-112.1005279 33.4473982),84.1,905.6,21
,1852,425250334.0,,roof,,,"POLYGON ((-112.1007028 33.4474859, -112.1006325 33.4474861, -112.100632 33.4473238, -112.1007023 33.4473237, -112.1007028 33.4474859))",POINT (-112.1006674 33.4474049),117.0,1259.4,21
,1853,426050893.0,,residential,,,"POLYGON ((-112.0908757 33.4500079, -112.0907513 33.4500079, -112.0907513 33.4499491, -112.0907754 33.4499491, -112.0907754 33.4499042, -112.0907513 33.4499042, -112.0907513 33.4498579, -112.0908916 33.4498579, -112.0908916 33.449897, -112.0908757 33.449897, -112.0908757 33.4500079))",POINT (-112.0908189 33.4499314),187.6,2019.1,17
,1854,426050894.0,,residential,,,"POLYGON ((-112.0923999 33.4505463, -112.0923077 33.4505463, -112.0923077 33.4505647, -112.0922515 33.4505647, -112.0922515 33.4504578, -112.0922825 33.4504578, -112.0922825 33.4504395, -112.0923624 33.4504395, -112.0923624 33.4504578, -112.0923999 33.4504578, -112.0923999 33.4505463))",POINT (-112.0923223 33.4505006),160.7,1729.8,17
,1855,426050895.0,,residential,,,"POLYGON ((-112.0933817 33.4505623, -112.0932773 33.4505623, -112.0932773 33.4505296, -112.0932715 33.4505296, -112.0932715 33.4504902, -112.0932773 33.4504902, -112.0932773 33.4504303, -112.0933817 33.4504303, -112.0933817 33.4504806, -112.0933874 33.4504806, -112.0933874 33.4505331, -112.0933817 33.4505331, -112.0933817 33.4505623))",POINT (-112.0933298 33.4504967),147.9,1592.0,17
,1856,426050896.0,,residential,,,"POLYGON ((-112.0910413 33.4500093, -112.0909875 33.4500093, -112.0909875 33.4500045, -112.0909711 33.4500045, -112.0909711 33.4500096, -112.0909206 33.4500096, -112.0909206 33.4498745, -112.0909291 33.4498745, -112.0909291 33.4498466, -112.0910123 33.4498466, -112.0910123 33.4498745, -112.0910413 33.4498745, -112.0910413 33.4500093))",POINT (-112.0909796 33.4499315),192.0,2067.0,17
,1857,426050897.0,,commercial,,,"POLYGON ((-112.0919798 33.4500175, -112.0919739 33.4500175, -112.0919739 33.4500539, -112.091846 33.4500539, -112.091846 33.4500175, -112.0918248 33.4500175, -112.0918248 33.4499916, -112.0917139 33.4499916, -112.0917139 33.4499283, -112.0918999 33.4499283, -112.0918999 33.449899, -112.0919798 33.449899, -112.0919798 33.4500175))",POINT (-112.0918732 33.4499752),287.0,3089.3,17
,1858,426050898.0,,residential,,,"POLYGON ((-112.0920567 33.4505991, -112.0919588 33.4505991, -112.0919588 33.4505955, -112.091929 33.4505955, -112.091929 33.4505644, -112.0919588 33.4505644, -112.0919588 33.4504965, -112.0919276 33.4504965, -112.0919276 33.4504425, -112.0919588 33.4504425, -112.0919588 33.4504381, -112.0920612 33.4504381, -112.0920612 33.4505586, -112.0920567 33.4505586, -112.0920567 33.4505991))",POINT (-112.0920003 33.4505167),195.4,2103.8,17
,1859,426050899.0,,residential,,,"POLYGON ((-112.0915866 33.450638, -112.0915866 33.4505016, -112.0915821 33.4505016, -112.0915821 33.4504369, -112.0917176 33.4504369, -112.0917176 33.4505021, -112.0917308 33.4505021, -112.0917308 33.4505878, -112.0917176 33.4505878, -112.0917176 33.4506185, -112.091677 33.4506185, -112.091677 33.450638, -112.091636 33.450638, -112.091636 33.4505909, -112.0916274 33.4505909, -112.0916274 33.450618, -112.0916201 33.450618, -112.0916201 33.450638, -112.0915866 33.450638))",POINT (-112.0916536 33.4505326),272.1,2928.7,17
,1860,426050900.0,,church,,,"POLYGON ((-112.0930401 33.4501412, -112.0930401 33.4498417, -112.0931543 33.4498417, -112.0931543 33.4499043, -112.0931804 33.4499043, -112.0931804 33.4498533, -112.0932204 33.4498533, -112.0932204 33.4498342, -112.0933492 33.4498342, -112.0933492 33.4498533, -112.0934757 33.4498533, -112.0934757 33.4499458, -112.0934626 33.4499458, -112.0934626 33.4499819, -112.0934553 33.4499819, -112.0934553 33.4500997, -112.0934863 33.4500997, -112.0934863 33.4501371, -112.0934594 33.4501371, -112.0934594 33.4501473, -112.0933362 33.4501473, -112.0933362 33.4501439, -112.0932693 33.4501439, -112.0932693 33.4501412, -112.0930401 33.4501412))",POINT (-112.0932544 33.4499946),1300.7,14000.9,17
,1861,426050901.0,,residential,,,"POLYGON ((-112.0920628 33.4507464, -112.0919633 33.4507464, -112.0919633 33.4506702, -112.0920628 33.4506702, -112.0920628 33.4507464))",POINT (-112.092013 33.4507083),79.0,850.9,17
,1862,426050902.0,,residential,,,"POLYGON ((-112.0910389 33.4497925, -112.0909903 33.4497925, -112.0909903 33.4497643, -112.0910389 33.4497643, -112.0910389 33.4497925))",POINT (-112.0910146 33.4497784),14.0,150.2,17
,1863,426050903.0,,residential,,,"POLYGON ((-112.0934133 33.4507493, -112.0934133 33.4506568, -112.0934928 33.4506568, -112.0934928 33.4507493, -112.0934133 33.4507493))",POINT (-112.093453 33.4507031),75.5,812.5,17
,1864,426050904.0,,residential,,,"POLYGON ((-112.0924699 33.4507573, -112.0924095 33.4507573, -112.0924095 33.4506913, -112.0924699 33.4506913, -112.0924699 33.4507573))",POINT (-112.0924397 33.4507243),40.9,440.0,17
,1865,426050905.0,,commercial,,,"POLYGON ((-112.0918226 33.4500815, -112.0917647 33.4500815, -112.0917647 33.4500076, -112.0918226 33.4500076, -112.0918226 33.4500815))",POINT (-112.0917937 33.4500445),44.3,476.6,17
,1866,426050906.0,,commercial,,,"POLYGON ((-112.0918063 33.4501247, -112.0917761 33.4501247, -112.0917761 33.4500903, -112.0918063 33.4500903, -112.0918063 33.4501247))",POINT (-112.0917912 33.4501075),10.9,117.5,17
,1867,426050907.0,,residential,,,"POLYGON ((-112.0926208 33.4506852, -112.0925727 33.4506852, -112.0925727 33.4506355, -112.0926208 33.4506355, -112.0926208 33.4506852))",POINT (-112.0925968 33.4506603),24.2,260.5,17
,1868,426050908.0,,residential,,,"POLYGON ((-112.0929919 33.4507631, -112.092934 33.4507631, -112.092934 33.4507012, -112.0929919 33.4507012, -112.0929919 33.4507631))",POINT (-112.092963 33.4507322),37.3,401.1,17
,1869,426050909.0,,residential,,,"POLYGON ((-112.0934983 33.4505494, -112.0934306 33.4505494, -112.0934306 33.450482, -112.0934143 33.450482, -112.0934143 33.4504276, -112.0934983 33.4504276, -112.0934983 33.4505494))",POINT (-112.0934604 33.4504852),94.0,1012.3,17
,1870,426050910.0,,residential,,,"POLYGON ((-112.0931174 33.4505773, -112.0929673 33.4505773, -112.0929673 33.4505085, -112.0929567 33.4505085, -112.0929567 33.4504303, -112.0931174 33.4504303, -112.0931174 33.4505773))",POINT (-112.0930394 33.4505026),235.9,2539.6,17
,1871,426050911.0,,residential,,,"POLYGON ((-112.0916264 33.4507689, -112.0915497 33.4507689, -112.0915497 33.450709, -112.0915758 33.450709, -112.0915758 33.4506777, -112.0916264 33.4506777, -112.0916264 33.4507689))",POINT (-112.0915914 33.4507273),63.6,684.0,17
,1872,426050912.0,,residential,,,"POLYGON ((-112.0923956 33.4507321, -112.092341 33.4507321, -112.092341 33.4506865, -112.0923035 33.4506865, -112.0923035 33.4506477, -112.0923956 33.4506477, -112.0923956 33.4507321))",POINT (-112.0923572 33.4506844),62.5,672.5,17
,1873,426050913.0,,residential,,,"POLYGON ((-112.0919009 33.4505838, -112.0918095 33.4505838, -112.0918095 33.4504371, -112.0918768 33.4504371, -112.0918768 33.4504892, -112.0919009 33.4504892, -112.0919009 33.4505838))",POINT (-112.0918517 33.4505153),125.8,1354.0,17
,1874,426050914.0,,residential,,,"POLYGON ((-112.0929224 33.4505718, -112.0928588 33.4505718, -112.0928588 33.4505841, -112.092827 33.4505841, -112.092827 33.4505718, -112.0928155 33.4505718, -112.0928155 33.450433, -112.0929224 33.450433, -112.0929224 33.4505718))",POINT (-112.0928683 33.4505043),157.2,1692.1,17
,1875,426050915.0,,residential,,,"POLYGON ((-112.0911847 33.4500035, -112.0910794 33.4500035, -112.0910794 33.4498626, -112.0911047 33.4498626, -112.0911047 33.4498436, -112.0911553 33.4498436, -112.0911553 33.4498626, -112.0911847 33.4498626, -112.0911847 33.4500035))",POINT (-112.0911319 33.4499282),162.7,1751.8,17
,1876,426050916.0,,residential,,,"POLYGON ((-112.0913225 33.4500096, -112.0912238 33.4500096, -112.0912238 33.4498735, -112.0912456 33.4498735, -112.0912456 33.4498613, -112.0913013 33.4498613, -112.0913013 33.4498735, -112.0913225 33.4498735, -112.0913225 33.4500096))",POINT (-112.0912732 33.449938),145.9,1570.9,17
,1877,426050917.0,,residential,,,"POLYGON ((-112.0934977 33.4506418, -112.0934282 33.4506418, -112.0934282 33.4506481, -112.0934112 33.4506481, -112.0934112 33.4506418, -112.0934072 33.4506418, -112.0934072 33.4505832, -112.0934977 33.4505832, -112.0934977 33.4506418))",POINT (-112.0934518 33.4506131),55.7,599.8,17
,1878,426050918.0,,residential,,,"POLYGON ((-112.0927242 33.450565, -112.0926638 33.450565, -112.0926638 33.4505906, -112.0926071 33.4505906, -112.0926071 33.450565, -112.092601 33.450565, -112.092601 33.4504303, -112.0927242 33.4504303, -112.0927242 33.450565))",POINT (-112.0926604 33.4505041),184.4,1985.1,17
,1879,426050919.0,,residential,,,"POLYGON ((-112.0925341 33.450581, -112.0924338 33.450581, -112.0924338 33.4504885, -112.092406 33.4504885, -112.092406 33.4504327, -112.0925378 33.4504327, -112.0925378 33.4505613, -112.0925341 33.4505613, -112.0925341 33.450581))",POINT (-112.0924795 33.4505023),173.9,1871.4,17
,1880,426263149.0,,public,,,"POLYGON ((-112.0904364 33.4487462, -112.0903021 33.4487469, -112.0903011 33.4486168, -112.0904353 33.448616, -112.0904364 33.4487462))",POINT (-112.0903687 33.4486815),180.0,1937.6,22
,1881,426263150.0,,public,,,"POLYGON ((-112.089106 33.4489181, -112.0889998 33.4489185, -112.0889996 33.4488924, -112.0889805 33.4488924, -112.0889799 33.4487826, -112.0891053 33.4487822, -112.089106 33.4489181))",POINT (-112.0890446 33.4488487),170.2,1832.1,22
,1882,426537468.0,,yes,,,"POLYGON ((-112.0999214 33.4550213, -112.0999204 33.4554386, -112.0992304 33.4554374, -112.0992308 33.4552475, -112.099464 33.4552479, -112.0994645 33.4550206, -112.0999214 33.4550213))",POINT (-112.0996274 33.4552509),2419.9,26047.9,11
,1883,427338825.0,,parking,,,"POLYGON ((-112.0562857 33.4679057, -112.0562703 33.4678924, -112.0562443 33.4679155, -112.0562353 33.4679228, -112.0562263 33.4679198, -112.0562272 33.467816, -112.056008 33.4678178, -112.0562857 33.4679057))",POINT (-112.0561464 33.4678342),73.1,787.2,4
,1884,427338883.0,,commercial,,,"POLYGON ((-112.0682281 33.4450795, -112.0682865 33.4450303, -112.0683469 33.4450802, -112.0682885 33.4451295, -112.0682281 33.4450795))",POINT (-112.0682875 33.4450799),60.5,651.1,23
,1885,427338886.0,,roof,,,"POLYGON ((-112.0673701 33.4516367, -112.0673578 33.4516367, -112.0673575 33.4516108, -112.0673699 33.4516107, -112.0673701 33.4516367))",POINT (-112.0673638 33.4516237),3.5,37.5,18
,1886,431074497.0,,parking,,,"POLYGON ((-112.0721146 33.4654482, -112.0719109 33.4654482, -112.0719119 33.4653123, -112.0721197 33.465314, -112.0721146 33.4654482))",POINT (-112.0720141 33.4653804),287.3,3092.2,3
,1887,436497258.0,,commercial,,,"POLYGON ((-112.1003375 33.4564714, -112.1003319 33.4564708, -112.1003267 33.4564727, -112.1003233 33.4564765, -112.1003227 33.4564811, -112.1003249 33.4564855, -112.1003294 33.4564883, -112.100335 33.4564888, -112.1003402 33.4564869, -112.1003436 33.4564832, -112.1003442 33.4564785, -112.100342 33.4564742, -112.1003375 33.4564714))",POINT (-112.1003334 33.4564798),3.1,33.3,11
,1888,436497259.0,,commercial,,,"POLYGON ((-112.1005487 33.4562005, -112.1004179 33.456156, -112.1004332 33.4561246, -112.1005641 33.4561691, -112.1005487 33.4562005))",POINT (-112.100491 33.4561626),49.0,527.6,11
,1889,436497263.0,,commercial,,,"POLYGON ((-112.1003222 33.4567867, -112.1003223 33.4568279, -112.100321 33.4568302, -112.1003184 33.4568316, -112.1003153 33.4568315, -112.1003128 33.4568301, -112.1003116 33.4568278, -112.1003115 33.4567865, -112.100312 33.456784, -112.100314 33.4567821, -112.100317 33.4567814, -112.1003199 33.4567822, -112.1003218 33.4567841, -112.1003222 33.4567867))",POINT (-112.1003169 33.4568066),5.4,57.6,11
,1890,436497264.0,,residential,,,"POLYGON ((-112.1003624 33.4571401, -112.1003352 33.4571399, -112.1003359 33.4570817, -112.1003631 33.4570819, -112.1003624 33.4571401))",POINT (-112.1003491 33.4571109),16.1,173.6,11
,1891,437823990.0,,yes,,,"POLYGON ((-112.0811957 33.4533156, -112.0810047 33.4533169, -112.081004 33.4532564, -112.0811951 33.453255, -112.0811957 33.4533156))",POINT (-112.0810999 33.453286),119.8,1289.7,17
,1892,437823991.0,,yes,,,"POLYGON ((-112.0794018 33.4528148, -112.0792021 33.4528135, -112.079203 33.4527239, -112.0794026 33.4527253, -112.0794018 33.4528148))",POINT (-112.0793024 33.4527694),183.7,1976.8,18
,1893,437823992.0,,yes,,,"POLYGON ((-112.0808719 33.453126, -112.0807452 33.4531261, -112.0807451 33.4529922, -112.0808718 33.4529922, -112.0808719 33.453126))",POINT (-112.0808085 33.4530591),174.6,1879.8,17
,1894,437823994.0,,yes,,,"POLYGON ((-112.0797347 33.4531351, -112.0795914 33.4531354, -112.0795901 33.4527236, -112.0797335 33.4527233, -112.0797347 33.4531351))",POINT (-112.0796624 33.4529293),607.1,6535.3,18
,1895,437823995.0,,yes,,,"POLYGON ((-112.0811248 33.4531144, -112.0809868 33.4531136, -112.0809876 33.4530211, -112.0811256 33.453022, -112.0811248 33.4531144))",POINT (-112.0810562 33.4530678),131.1,1410.9,17
,1896,437823997.0,,yes,,,"POLYGON ((-112.0812271 33.451725, -112.0812269 33.4515153, -112.0807373 33.4515156, -112.0807375 33.4517301, -112.0808905 33.4517299, -112.0808907 33.4518596, -112.0810463 33.4518595, -112.0810462 33.4517252, -112.0812271 33.451725))",POINT (-112.0809789 33.4516499),1282.6,13805.6,17
,1897,437823998.0,,yes,,,"POLYGON ((-112.0800553 33.453134, -112.0799172 33.453134, -112.0799172 33.4527245, -112.0800553 33.4527245, -112.0800553 33.453134))",POINT (-112.0799863 33.4529293),581.1,6255.1,18
,1898,437823999.0,,yes,,,"POLYGON ((-112.0807015 33.4521728, -112.0804187 33.4521752, -112.0804175 33.4520745, -112.0807003 33.4520721, -112.0807015 33.4521728))",POINT (-112.0805595 33.4521237),294.6,3170.9,18
,1899,437824001.0,,yes,,,"POLYGON ((-112.0804945 33.4526243, -112.0804958 33.4529701, -112.0803386 33.4529696, -112.0803383 33.4529066, -112.0803523 33.4529097, -112.080351 33.4528392, -112.0803295 33.4528392, -112.0803309 33.4527866, -112.080351 33.4527866, -112.0803525 33.4526816, -112.0803362 33.4526814, -112.080335 33.4526257, -112.0804945 33.4526243))",POINT (-112.0804191 33.4527977),537.5,5786.1,18
,1900,437824002.0,,yes,,,"POLYGON ((-112.0811975 33.4532086, -112.0810025 33.4532079, -112.0810028 33.4531447, -112.0811978 33.4531453, -112.0811975 33.4532086))",POINT (-112.0811002 33.4531766),127.0,1367.6,17
,1901,437824003.0,,yes,,,"POLYGON ((-112.0799508 33.452672, -112.0797765 33.4526721, -112.0797765 33.4525858, -112.0799507 33.4525857, -112.0799508 33.452672))",POINT (-112.0798636 33.4526289),154.7,1665.3,18
Rodeway Inn Downtown Phoenix,1902,437825249.0,,yes,,,"POLYGON ((-112.0785863 33.4533373, -112.0783913 33.4533378, -112.078391 33.4532649, -112.0785861 33.4532644, -112.0785863 33.4533373))",POINT (-112.0784887 33.4533011),147.0,1582.5,18
,1903,437825250.0,,yes,,,"POLYGON ((-112.0824364 33.4531648, -112.0819638 33.453163, -112.0819643 33.4530606, -112.0823396 33.4530607, -112.082437 33.4530625, -112.0824364 33.4531648))",POINT (-112.0822007 33.4531124),501.3,5396.0,17
,1904,437825251.0,,yes,,,"POLYGON ((-112.0818171 33.4522228, -112.0816409 33.4522232, -112.0816398 33.4519206, -112.081816 33.4519201, -112.0818171 33.4522228))",POINT (-112.0817285 33.4520717),546.9,5886.5,17
,1905,437825252.0,,commercial,,,"POLYGON ((-112.0824326 33.4523995, -112.0824329 33.4522569, -112.0820206 33.4522561, -112.0820202 33.4523988, -112.0824326 33.4523995))",POINT (-112.0822266 33.4523278),607.1,6534.3,17
,1906,437825253.0,,yes,,,"POLYGON ((-112.0817773 33.4517958, -112.0816915 33.451796, -112.0816903 33.451533, -112.0817761 33.4515327, -112.0817773 33.4517958))",POINT (-112.0817338 33.4516644),230.3,2478.8,17
